Notetype,NoteTemplate,counts,Percentage,Cumulative Percentage,
Progress Note,"FC RF L3/4, L4/5, L5/S1 B",7,0.000362411,99.85902229,
Procedure,Jessica Bilat SIJ-meds,7,0.000362411,99.8593847,
TB Notes,TB and Refugee Follow Up,7,0.000362411,99.85974711,
Admit Note,Nexplanon Removal /ReInsertion,7,0.000362411,99.86010952,
Progress Note,WYA 18 through 21yr Vst 2019,7,0.000362411,99.86047193,
H&P Note,'23 SHC Patient Exam - All,7,0.000362411,99.86083434,
Progress Note,WCC 5 Years-BF,7,0.000362411,99.86119675,
FP History ,FP Female Problem Visit,7,0.000362411,99.86155916,
Admit Note,BFTK PROBLEM VISIT 2019,7,0.000362411,99.86192157,
Progress Note,URI Ped,7,0.000362411,99.86228398,
Progress Note,Sick Visit,7,0.000362411,99.86264639,
VLab Report ,WBI,7,0.000362411,99.86300881,
Progress Note,Psychosocial Risk Screen,7,0.000362411,99.86337122,
Progress Note,zzHome Visit - Postnatal,7,0.000362411,99.86373363,
Progress Note,Pregnancy Test Only,7,0.000362411,99.86409604,
Well Baby,Well Baby 15 Month Exam,7,0.000362411,99.86445845,
Procedure Report,Loop Explant,7,0.000362411,99.86482086,
Progress Note,Phone Encounter SCHD,7,0.000362411,99.86518327,
Progress Note,TB EPI RECORD PT 1,7,0.000362411,99.86554568,
Phone Encounter,Diabetes Education - Phone,7,0.000362411,99.86590809,
CONSULT and EVALUATION,'23 SHC New PT H-P/Eval/Exam,7,0.000362411,99.8662705,
Progress Note,ADHD Evaluation,7,0.000362411,99.86663291,
Admit Note,CCHD PN Initial Physical Exam,7,0.000362411,99.86699532,
Child Health,CH-BF Well Child 4 yrs.-LCHD,7,0.000362411,99.86735773,
Admit Note,Well Adolscnt 11-14yr Vst 2019,7,0.000362411,99.86772014,
Admit Note,"CCHD COVID PC Visit- Sick, F/U",7,0.000362411,99.86808255,
Admit Note,WISEWOMAN Follow-Up,7,0.000362411,99.86844496,
Admit Note,Abnormal Pap Test Follow Up,7,0.000362411,99.86880737,
Progress Note,APC -Initial Visit,7,0.000362411,99.86916978,
Progress Note,STI Express Visit,7,0.000362411,99.8695322,
Admit Note,Surgeon History and Physical,7,0.000362411,99.86989461,
Progress Note,MNT - Follow up,7,0.000362411,99.87025702,
Admit Note,SCHD Hearing Test,7,0.000362411,99.87061943,
Off-Service Note,LAB RESULTS,7,0.000362411,99.87098184,
Preoperative Clearance Form,BCCCP Visit,7,0.000362411,99.87134425,
Progress Note,BF-Well Child 9 Mth RPM,7,0.000362411,99.87170666,
Psychology,No Show WBO,7,0.000362411,99.87206907,
Psychology,PPN OutPatient Dr. Price,7,0.000362411,99.87243148,
Progress Note,BF-Well Child 6 Mth RPM,7,0.000362411,99.87279389,
Progress Note,BCCCP Only Visit,7,0.000362411,99.8731563,
Progress Note,Record of TB Screening,7,0.000362411,99.87351871,
Progress Note,FP - IUD Removal - WCHD,7,0.000362411,99.87388112,
Injection Note,Covid Vaccine,7,0.000362411,99.87424353,
MH Intake,zzNew Maternity Intake RN Only,7,0.000362411,99.87460594,
TB Notes,TB RN Visit Note,7,0.000362411,99.87496835,
Progress Note,Wilby Kurian,7,0.000362411,99.87533076,
Progress Note,Home Visit - Newborn - WCHD,7,0.000362411,99.87569317,
Progress Note,GERD,7,0.000362411,99.87605559,
TB Notes,TB Lab Only Visit,7,0.000362411,99.876418,
Admit Note,Lab Order form,7,0.000362411,99.87678041,
MH Intake,z-MH Initial Provider PE.HCDPH,7,0.000362411,99.87714282,
Progress Note,Follow Up Note,7,0.000362411,99.87750523,
Progress Note,FP Male Exam,7,0.000362411,99.87786764,
Progress Note,BF - Well Child 2 1/2 Year NEW,7,0.000362411,99.87823005,
Surgery Note,HCM - HandP,7,0.000362411,99.87859246,
Progress Note,BF - Well Child 18 Month NEW,7,0.000362411,99.87895487,
Progress Note,FP - Nurse Interview,7,0.000362411,99.87931728,
Initial Psychology,Psych Eval Dr. Price,7,0.000362411,99.87967969,
Progress Note,BF - Well Child 9 Month NEW,7,0.000362411,99.8800421,
Admit Note,FP - Depo Injection - WCHD,7,0.000362411,99.88040451,
Progress Note,Well Child 1 month visit 2019,7,0.000362411,99.88076692,
Procedure,Jessica Right SIJ- meds,7,0.000362411,99.88112933,
Progress Note,BF - Well Child 15 Month NEW,7,0.000362411,99.88149174,
Progress Note,Head Injury,6,0.000310638,99.88180238,
Progress Note,APC-Well Male Exam ,6,0.000310638,99.88211302,
Family Planning,Transfer FP Patient,6,0.000310638,99.88242366,
Progress Note,Elbow Pain,6,0.000310638,99.88273429,
Progress Note,MNT ADULT VISIT,6,0.000310638,99.88304493,
Progress Note,Abnormal Menstrual Periods,6,0.000310638,99.88335557,
Progress Note,BH CCA 1 Nurse,6,0.000310638,99.88366621,
TB Follow Up,TB FLOW SHEET,6,0.000310638,99.88397685,
Telehealth,TelemedCH Sick Visit/Prob Note,6,0.000310638,99.88428748,
BCCCP Note,Follow-up Note,6,0.000310638,99.88459812,
Admit Note,SCHD FP Periodic Female Flow,6,0.000310638,99.88490876,
Off-Service Note,Discharge Summary MedSLP,6,0.000310638,99.8852194,
Progress Note,MH Home Visit - Newborn,6,0.000310638,99.88553003,
FP History ,FP Male Self Hx 4060F,6,0.000310638,99.88584067,
FP History ,FP 4060M - Male Health Hx SCHD,6,0.000310638,99.88615131,
Progress Note,Barton PC Annual Note,6,0.000310638,99.88646195,
Paraguard IUD,FP Paragard IUD Insert- LCHD,6,0.000310638,99.88677258,
Progress Note,DCHD - Hearing and Vision Form,6,0.000310638,99.88708322,
Well Child Check,CH Physical 12 Months Old,6,0.000310638,99.88739386,
Progress Note,CH - Bright Future Form Visit,6,0.000310638,99.8877045,
Progress Note,CH Initial History,6,0.000310638,99.88801513,
Admit Note,CCHD-Postpartum Visit,6,0.000310638,99.88832577,
BF NOTE,BF - Well Child 2 Month NCHD,6,0.000310638,99.88863641,
Phone Encounter,SCHD Nurses Note,6,0.000310638,99.88894705,
Progress Note,Skin Infections,6,0.000310638,99.88925768,
BH Note,BH Follow-Up,6,0.000310638,99.88956832,
Progress Note,zzAPC-Well Women Exam,6,0.000310638,99.88987896,
Phone Encounter,Lab Results,6,0.000310638,99.8901896,
Progress Note,Pregnancy Risk Screening Form,6,0.000310638,99.89050024,
Admit Note,Intake Assessment,6,0.000310638,99.89081087,
CCA Note,BH - CCA Note,6,0.000310638,99.89112151,
Progress Note,Medication request/refill,6,0.000310638,99.89143215,
CDL Physical,CCHD CDL Medical,6,0.000310638,99.89174279,
Phone Encounter,ED/Hospital Follow-up Note,6,0.000310638,99.89205342,
Combination Services,Lab Only,6,0.000310638,99.89236406,
Progress Note,Bite Insect,6,0.000310638,99.8926747,
Progress Note,Neuropathy,6,0.000310638,99.89298534,
Progress Note,ZZZ Lab Only,6,0.000310638,99.89329597,
Progress Note,SCHD FP Periodic Male Flow,6,0.000310638,99.89360661,
Progress Note,SCHD BF Well Child 18 Months,6,0.000310638,99.89391725,
Admit Note,Titers,6,0.000310638,99.89422789,
Progress Note,ZZZ CH Visit,6,0.000310638,99.89453852,
Progress Note,apc,6,0.000310638,99.89484916,
Progress Note,Dental Varnishing,6,0.000310638,99.8951598,
H&P Note,COVID Vaccination Note,6,0.000310638,99.89547044,
Progress Note,BF - Well Child 12 Month NEW,6,0.000310638,99.89578108,
Follow up,DCHD RESULTS,6,0.000310638,99.89609171,
Progress Note,"FC MBB L3/4,4/5,5/S1 B",6,0.000310638,99.89640235,
H&P Note,Kim - Note,6,0.000310638,99.89671299,
Progress Note,Lab Results - WCHD,6,0.000310638,99.89702363,
Progress Note,LEEP Note,6,0.000310638,99.89733426,
Progress Note,LTBI,6,0.000310638,99.8976449,
Progress Note,FC Ketamine Infusion,6,0.000310638,99.89795554,
Progress Note,CCHD Immunization Note,5,0.000258865,99.8982144,
Progress Note,TB X-Ray / Dx,5,0.000258865,99.89847327,
Progress Note,STD Screening,5,0.000258865,99.89873213,
TB Notes,TB Risk Assessment,5,0.000258865,99.898991,
BCCP Follow Up,BCCCP-Breast Screening Data,5,0.000258865,99.89924986,
Progress Note,Constipation,5,0.000258865,99.89950873,
Admit Note,BF - WCC 2 year Visit,5,0.000258865,99.89976759,
BF 11 to 14 Year Visit,BF - 11-14 Years - Clay,5,0.000258865,99.90002646,
Admit Note,APC-Follow UP,5,0.000258865,99.90028532,
Progress Note,Group Counseling,5,0.000258865,99.90054419,
Procedure,Jessica Bilat knee- meds,5,0.000258865,99.90080305,
Progress Note,FP Male Flow 2814M SCHD,5,0.000258865,99.90106191,
Admit Note,2018 Cervical Screening Form,5,0.000258865,99.90132078,
Progress Note,Case Management,5,0.000258865,99.90157964,
Progress Note,ADHD,5,0.000258865,99.90183851,
Nurse Progress Note,DEV FP Supply TZ,5,0.000258865,99.90209737,
Progress Note,MH-Clinic Reschedule,5,0.000258865,99.90235624,
Admit Note,DLH-Procedure,5,0.000258865,99.9026151,
Progress Note,ADPH - New Component Note,5,0.000258865,99.90287397,
Admit Note,Well Child 6 Year Visit 2019,5,0.000258865,99.90313283,
Well Child Check,CH Physical 15 Months Old,5,0.000258865,99.9033917,
Progress Note,iPsychiatric/Therapy Prog note,5,0.000258865,99.90365056,
Progress Note,DCHD PP HOME VISIT,5,0.000258865,99.90390943,
Progress Note,Medicare Wellness Exam annual,5,0.000258865,99.90416829,
Progress Note,DCHD NEWBORN ASSESSMENT,5,0.000258865,99.90442716,
Admit Note,Asthma Exacerbation,5,0.000258865,99.90468602,
Admit Note,TB-LTBI Orders,5,0.000258865,99.90494489,
Phone Encounter,Appointment Reminder,5,0.000258865,99.90520375,
Progress Note,ZZZ Granville/Vance Test Note,5,0.000258865,99.90546261,
Progress Note,Maternal Health Ed. Sheet,5,0.000258865,99.90572148,
ST Eval,STD- LCHD,5,0.000258865,99.90598034,
H&P Note,'23 SHC New Pt Cervical w/ Exm,5,0.000258865,99.90623921,
Progress Note,BF - Well Child 2 Months,5,0.000258865,99.90649807,
VLab Report ,Bilat Upper Extr Arterial Dupl,5,0.000258865,99.90675694,
Provider Progress Note,DEV TB Provider Exam TZ SJ,5,0.000258865,99.9070158,
Admit Note,Well Child 1 month visit 2019,5,0.000258865,99.90727467,
Admit Note,SCHD STD Encounter - Form 2808,5,0.000258865,99.90753353,
H&P Note,'23 SHC New Pt - Knee w/ Exm,5,0.000258865,99.9077924,
Hepatitis C,HCV - Lab Review Visit,5,0.000258865,99.90805126,
Surgery Note,CP - Progress Note,5,0.000258865,99.90831013,
CH Well Child Check,CCHD CH WCC Part 2,5,0.000258865,99.90856899,
FP History ,FP Male,5,0.000258865,99.90882786,
TB Notes,DEV TB Observed Therapy TZ SJ,5,0.000258865,99.90908672,
VLab Report ,Rgt Upper Extre Venous Duplex ,5,0.000258865,99.90934558,
Progress Note,EHC Physcal Examination Report,5,0.000258865,99.90960445,
MH Intake,Behavioral Health Note,5,0.000258865,99.90986331,
Progress Note,Prenatal Vitamins Pick Up,5,0.000258865,99.91012218,
H&P Note,COVID Mass Immunization Note,5,0.000258865,99.91038104,
Primary Care,LPC-Glucometer Teaching-LCHD,5,0.000258865,99.91063991,
Progress Note,ELEVATED BLOOD LEAD,5,0.000258865,99.91089877,
Admit Note,Well child 5year Visit 2019,5,0.000258865,99.91115764,
Admit Note,Head Lice-DSS Case Visit,5,0.000258865,99.9114165,
VLab Report ,WBI with Digits ,5,0.000258865,99.91167537,
Well Baby,Well Baby 1 Month Exam,5,0.000258865,99.91193423,
General Note,CNM Counseling Note,5,0.000258865,99.9121931,
TB Epidemiology Record,TB DHHS 2810,5,0.000258865,99.91245196,
Physical Medicine & Rehab,Late Cancelation SK,5,0.000258865,99.91271083,
BCCCP Note,Phone Encounter,5,0.000258865,99.91296969,
Admit Note,FP MALE FLOW 2814M-NEW,5,0.000258865,99.91322856,
Admit Note,FLU Vaccination Note,5,0.000258865,99.91348742,
Progress Note,17P Makena Visit,5,0.000258865,99.91374628,
Progress Note,ID Lab,5,0.000258865,99.91400515,
Progress Note,HV for Postnatal Assessment,5,0.000258865,99.91426401,
Progress Note,Injection note,4,0.000207092,99.91447111,
Well Baby,Well Baby 18 Month Exam,4,0.000207092,99.9146782,
Progress Note,Gaffney Medical Patient,4,0.000207092,99.91488529,
Progress Note,DCHD - Employee Wellness Physi,4,0.000207092,99.91509238,
Progress Note,FP reproductive health Male,4,0.000207092,99.91529947,
Progress Note,Hope Note Example,4,0.000207092,99.91550656,
Progress Note,IMM 2 Year Cohort,4,0.000207092,99.91571366,
Admit Note,Treatment Plan,4,0.000207092,99.91592075,
Progress Note,TB Epi Record Combined MCHD,4,0.000207092,99.91612784,
Progress Note,Well Child 11-14 yr Visit 2019,4,0.000207092,99.91633493,
MD Progress,No Show SK,4,0.000207092,99.91654202,
Speech Assessment,Cognition RBANS,4,0.000207092,99.91674912,
Admit Note,ZZZPNR-Nurse,4,0.000207092,99.91695621,
Progress Note,Wrist Pain,4,0.000207092,99.9171633,
Progress Note,STI Encounter Form,4,0.000207092,99.91737039,
Well Baby,Well Baby 9 Month Exam,4,0.000207092,99.91757748,
Progress Note,CP - HandP,4,0.000207092,99.91778457,
Progress Note,Shingles,4,0.000207092,99.91799167,
WiseWoman,WW F/U LSP/HC DHHS 4050B- LCHD,4,0.000207092,99.91819876,
Phone Encounter,Follow-up Note,4,0.000207092,99.91840585,
Progress Note,RM - Progress Note,4,0.000207092,99.91861294,
Progress Note,CH-School entry assessment,4,0.000207092,99.91882003,
Admit Note,COVID Administration Note,4,0.000207092,99.91902712,
Well Child Check,CH Physical 9 Months Old,4,0.000207092,99.91923422,
Progress Note,BF - Well Child 4 Month NEW,4,0.000207092,99.91944131,
Progress Note,zzzMale Self-History Form,4,0.000207092,99.9196484,
Admit Note,JCBH- Initial Visit,4,0.000207092,99.91985549,
Progress Note,PAP ONLY,4,0.000207092,99.92006258,
Progress Note,Post Partum Follow Up Visit,4,0.000207092,99.92026967,
Nurse Progress Note,PCM Postnatal Assessment,4,0.000207092,99.92047677,
BH Note,DEV BH Initial Evaluation JO,4,0.000207092,99.92068386,
Progress Note,test OB LAbs,4,0.000207092,99.92089095,
Progress Note,Conjunctivitis,4,0.000207092,99.92109804,
Progress Note,Pharmacy Note,4,0.000207092,99.92130513,
TB Notes,TB Skin Test,4,0.000207092,99.92151223,
Phone Encounter,Case Mgmt Sample,4,0.000207092,99.92171932,
Admit Note,Well Child 2 1/2 Yr Visit 2019,4,0.000207092,99.92192641,
Admit Note,CCHD FP Problem Visit,4,0.000207092,99.9221335,
Admit Note,Well Child 3 Year Visit 2019,4,0.000207092,99.92234059,
Admit Note,Humana Practitioner Assessment,4,0.000207092,99.92254768,
Admit Note,ZChild 1stwk Vs 3-5days 2019,4,0.000207092,99.92275478,
Progress Note,WW Health Coaching Note 2018,4,0.000207092,99.92296187,
Progress Note,Sickle Cell,4,0.000207092,99.92316896,
MD Progress,Discharge Dr. K,4,0.000207092,99.92337605,
Progress Note,CD - Outreach Bloodwork,4,0.000207092,99.92358314,
Progress Note,zzGen Lab Results,4,0.000207092,99.92379023,
Combination Services,STD Encounter - Form 2808,4,0.000207092,99.92399733,
Progress Note,CH Repeat Vision/Hearing,4,0.000207092,99.92420442,
Progress Note,zzSexually Transmitted Dis,4,0.000207092,99.92441151,
Admit Note,HIV and Hepatitis C Testing,4,0.000207092,99.9246186,
Phone Encounter,-,4,0.000207092,99.92482569,
Progress Note,Hernia,4,0.000207092,99.92503279,
Progress Note,MH- Provider Maternal Flow,4,0.000207092,99.92523988,
MH RTC New Client,zzzz ACOG RECORD,4,0.000207092,99.92544697,
Progress Note,DEV HIV/CBT TZ,4,0.000207092,99.92565406,
Progress Note,Urine Drug Screen,4,0.000207092,99.92586115,
Admit Note,STD Treatment ONLY form,4,0.000207092,99.92606824,
TB Notes,DEV TB RN Care Note,4,0.000207092,99.92627534,
Procedure,FC Caudal Epidural,4,0.000207092,99.92648243,
Psychology,No Show SS,4,0.000207092,99.92668952,
Progress Note,BF- Well Child 4 yrs,4,0.000207092,99.92689661,
H&P Note,New Patient,4,0.000207092,99.9271037,
Progress Note,TytoCare CH Follow Up Note,4,0.000207092,99.92731079,
Progress Note,Travel Exam,4,0.000207092,99.92751789,
Progress Note,DEV HIV/STI Testing TZ,4,0.000207092,99.92772498,
Progress Note,MH - Incision Check,4,0.000207092,99.92793207,
Progress Note,Wellnes Program Follow Up,4,0.000207092,99.92813916,
MH Intake,zzzz ACOG RECORD,4,0.000207092,99.92834625,
Progress Note,"MNT, Adult, Initial-pchd",4,0.000207092,99.92855335,
Progress Note,FC LROOT Right L4 and S1,4,0.000207092,99.92876044,
Admit Note,CD - STD Test Results -HBsAb,4,0.000207092,99.92896753,
Progress Note,DEV FP Annual TZ,4,0.000207092,99.92917462,
Admit Note,SCHD WiseWoman Follow-up,4,0.000207092,99.92938171,
Progress Note,BF - Well Child 2 Year NEW,4,0.000207092,99.9295888,
Progress Note,Maternal Health New Admission,4,0.000207092,99.9297959,
Discharge,DISCHARGE SUMMARY Female Dr. C,4,0.000207092,99.93000299,
Progress Note,TB Skin Test Read,4,0.000207092,99.93021008,
Admit Note,ZZZZNew PN 2021,4,0.000207092,99.93041717,
Progress Note,Well Women Exam NCHD,4,0.000207092,99.93062426,
FP History ,ZFP Female Self HX-Flow NCHD,4,0.000207092,99.93083135,
Progress Note,HCV Bridge Counseling Session,4,0.000207092,99.93103845,
Progress Note,BP Check,4,0.000207092,99.93124554,
Progress Note,Lead Pregnancy Risk Q's,4,0.000207092,99.93145263,
Provider Progress Note,DEV FP IUD Insertion Note TZ,4,0.000207092,99.93165972,
Admit Note,ZZZZSCHD PN Return 2021,4,0.000207092,99.93186681,
TB Follow Up,TB EPI RECORD FOLLOW-UP,4,0.000207092,99.9320739,
Progress Note,WCC 7 Years-BF,4,0.000207092,99.932281,
Admit Note,BF Problem Visit ,4,0.000207092,99.93248809,
Progress Note,ZZZSCHD TB Skin Test ,3,0.000155319,99.93264341,
Progress Note,Stye,3,0.000155319,99.93279873,
Procedure Note,TB - LTBI Order,3,0.000155319,99.93295404,
Progress Note,MH Education,3,0.000155319,99.93310936,
Progress Note,FP-PP Edinburgh,3,0.000155319,99.93326468,
Progress Note,Suture Removal  PS and Las,3,0.000155319,99.93342,
Progress Note,Positive Preg Test Note - WCHD,3,0.000155319,99.93357532,
PT eval,Phone Encounter,3,0.000155319,99.93373064,
Admit Note,BF - WCC 9-10 yr visit,3,0.000155319,99.93388596,
Admit Note,Well Child 9 yr visit 2019,3,0.000155319,99.93404128,
Progress Note,MH History,3,0.000155319,99.9341966,
Procedure,Jessica Left SIJ- meds,3,0.000155319,99.93435191,
Progress Note,Pediatric Nutrition Flowsheet,3,0.000155319,99.93450723,
Progress Note,Therapy Established Patient,3,0.000155319,99.93466255,
Progress Note,FP Female Self HX-Flow Sheet,3,0.000155319,99.93481787,
Admit Note,Well Child 8 yr visit 2019,3,0.000155319,99.93497319,
Progress Note,Immunization-COVID19,3,0.000155319,99.93512851,
Progress Note,Pharmacy Testing Note,3,0.000155319,99.93528383,
Progress Note,Lab Results Call,3,0.000155319,99.93543915,
Procedure,Jessica Right Shoulder- Meds,3,0.000155319,99.93559446,
H&P Note,Harry - NP,3,0.000155319,99.93574978,
Admit Note,Employee VS for Crescent,3,0.000155319,99.9359051,
Admission Note,FP Nexplanon - IUD Check,3,0.000155319,99.93606042,
Progress Note,FP-Method Visit-Return,3,0.000155319,99.93621574,
Admit Note,ZZ BCCCP 2018 Cerv Screening,3,0.000155319,99.93637106,
Nurse Progress Note,PCM NB Assessment,3,0.000155319,99.93652638,
Progress Note,Snoring,3,0.000155319,99.9366817,
FP History ,ZZZSCHD FP Female Self HX Form,3,0.000155319,99.93683702,
Progress Note,SCHD MNT,3,0.000155319,99.93699233,
Admit Note,HUMANA ADULT SCREEN,3,0.000155319,99.93714765,
Admit Note,Disclosure Record,3,0.000155319,99.93730297,
Progress Note,Well Child 15-17yr Visit 2019,3,0.000155319,99.93745829,
Progress Note,Hematuria,3,0.000155319,99.93761361,
Admit Note,Prenatal MNT,3,0.000155319,99.93776893,
Admit Note,Pregnancy Test Note,3,0.000155319,99.93792425,
Admit Note,BF - WCC 1wk Vst 3-5days,3,0.000155319,99.93807957,
Nurse Progress Note,General Nurse Note,3,0.000155319,99.93823488,
BCCCP Follow Up,Phone Encounter,3,0.000155319,99.9383902,
Progress Note,FP - Initial/ Annual,3,0.000155319,99.93854552,
Progress Note,BF - Well Child 11-14 years,3,0.000155319,99.93870084,
Progress Note,REPAP-BCCCP,3,0.000155319,99.93885616,
Progress Note,Annual Wellness Visit,3,0.000155319,99.93901148,
Admit Note,Phone Encounter NCHD,3,0.000155319,99.9391668,
Progress Note,BF - Well Child 4mos,3,0.000155319,99.93932212,
Phone Encounter,Prescription Refill,3,0.000155319,99.93947744,
Progress Note,Head Lice/Nit Note,3,0.000155319,99.93963275,
Admin Note,Head Lice-DSS Case Visit,3,0.000155319,99.93978807,
Progress Note,EHC Respirator Users,3,0.000155319,99.93994339,
Progress Note,FP-Family Planning Diab Screen,3,0.000155319,99.94009871,
